"","Credit","balance_credit_acc","duration","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb"
"914","Bad","no running account",36,"problematic running account / there are further credits running but at other banks","used car",2746,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",31,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"915","Bad","no running account",24,"hesitant payment of previous credits","used car",4110,"not available / no savings",">= 7 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Ownership of house or land",23,"at other banks","free apartment","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"916","Bad","no running account",18,"no previous credits / paid back all previous credits","used car",2462,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",22,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"917","Bad","no running account",12,"no previous credits / paid back all previous credits","used car",1282,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",20,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"918","Bad","no balance or debit",12,"hesitant payment of previous credits","used car",2969,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","4 <= ... < 7 years","Car / Other",25,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"919","Bad","no running account",48,"hesitant payment of previous credits","new car",4605,"not available / no savings",">= 7 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Ownership of house or land",24,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"920","Bad","no running account",48,"paid back previous credits at this bank","new car",6331,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",46,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"921","Bad","no running account",24,"problematic running account / there are further credits running but at other banks","used car",3552,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",27,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"922","Bad","no running account",12,"problematic running account / there are further credits running but at other banks","other",697,"not available / no savings","<= 1 year","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",46,"at other banks","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"923","Bad","no running account",24,"no previous credits / paid back all previous credits","other",1442,"not available / no savings","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",23,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"924","Bad","no running account",27,"hesitant payment of previous credits","retraining",5293,"not available / no savings","unemployed","25 <= ... < 35","male: married / widowed","none",">= 7 years","Car / Other",50,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"925","Bad","no running account",21,"no problems with current credits at this bank","repair",3414,"not available / no savings","<= 1 year","25 <= ... < 35","male: married / widowed","none","< 1 year","Car / Other",26,"at department store or mail order house","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"926","Bad","no running account",18,"no previous credits / paid back all previous credits","used car",2039,"not available / no savings","1 <= ... < 4 years",">= 35","female: divorced / living apart / married","none",">= 7 years","not available / no assets",20,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"927","Bad","no running account",24,"problematic running account / there are further credits running but at other banks","retraining",3161,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",31,"at other banks","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"928","Bad","no running account",12,"no previous credits / paid back all previous credits","vacation",902,"not available / no savings","4 <= ... < 7 years","< 20","female: single","none",">= 7 years","Car / Other",21,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"929","Bad","no running account",48,"no previous credits / paid back all previous credits","new car",10297,"not available / no savings","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",39,"no further running credits","owner-occupied flat","four or five","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"930","Bad","no balance or debit",48,"hesitant payment of previous credits","retraining",14421,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",25,"at department store or mail order house","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
